occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc_1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
893430,occ,NA,NA,98908,Shastasaurus tangae,species,172077,recombined as,Guizhouichthyosaurus tangae,NA,species,170542,Carnian,NA,237,228,Shang and Li,2009,34073,Chordata,Reptilia,Ichthyosauria,Shastasauridae,Guizhouichthyosaurus,NA,NA,1,individuals,105.616669,25.866667,IVPP V 11853,Xinpu Ichthyosaur locality,NA,NA,CN,Guizhou,Guanling,estimated from map,minutes,NA,NA,gp_mid,111.02,2.04,611,CN,NA,Xiaowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Originally reported as from the Wayao Member of the Falang Formation. However, Cheng et al. (2006) stated that the lower Carnian Xiaowa Formation previously the also known as the Wayao Formation, the Wayo Member of the Falang Formation, and the lower Falang Formation.",NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,many,NA,skeletons,NA,NA,NA,NA,body,good,parautochthonous,NA,NA,NA,NA,NA,NA,occasional,NA,NA,NA,general faunal/floral,NA,IVPP,NA,1 individuals,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
895626,occ,NA,NA,99311,Shonisaurus popularis,species,170857,NA,Shonisaurus popularis,NA,species,170857,Tuvalian,NA,232,221.5,Dalla Vecchia and Avanzini,2002,34143,Chordata,Reptilia,Ichthyosauria,Shastasauridae,Shonisaurus,NA,NA,1,specimens,12.133333,46.533333,"MTSN 4896, vertebra",Rifugio Dibona,NA,NA,IT,Belluno,NA,estimated from map,minutes,small collection,"Rifugio Dibona, Tofane, Dolomites, Belluno Province, Veneto Region",gp_mid,32.35,17.99,307,IT,NA,Durrenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""A well-classed sandstone with grains of 'pietra verde' and iron minerals and without fossils.  It was found in a section of sandstone, oolitic-bioclastic grainstone and shale""",sandstone,ferruginous,NA,NA,NA,NA,NA,NA,NA,NA,open shallow subtidal,NA,NA,macrofossils,NA,NA,NA,vertebrae,NA,NA,NA,body,medium,parautochthonous,NA,NA,NA,NA,NA,NA,frequent,NA,NA,NA,general faunal/floral,NA,NA,some macrofossils,1 specimens,NA,Nereo Preto,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
895629,occ,NA,NA,99314,Cymbospondylus sp.,genus,36550,NA,Cymbospondylus,NA,genus,36550,Ladinian,NA,242,237,Dalla Vecchia and Avanzini,2002,34143,Chordata,Reptilia,Ichthyosauria,Cymbospondylidae,Cymbospondylus,NA,NA,3,specimens,12.666667,46.383331,"MFSN 27414, MFSN 20570, MFSN 24993, teeth",Clap di Val,NA,NA,IT,Udine,NA,estimated from map,minutes,small collection,"Clap di Val, Forni di Sotto, Carnic Alps, Udine Province, Friuli-Venezia Giulia Region",gp_mid,35.32,15.96,307,IT,NA,Calcare del Clapsavon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""limestone""","nodular,red",NA,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,none,none,NA,teeth,NA,NA,NA,body,medium,parautochthonous,NA,NA,NA,random,rare,NA,occasional,NA,NA,NA,general faunal/floral,NA,NA,NA,3 specimens,NA,"Luigi Peres, Umberto Pessolano",NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899260,occ,NA,NA,100139,Apatodonosaurus grayi,species,173373,NA,Apatodonosaurus grayi,NA,species,173373,Oxfordian,NA,163.5,157.3,Mehl,1928,34365,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Apatodonosaurus,NA,NA,1,individuals,-108,42,NA,Fremont County ichthyosaur (PROXY),NA,NA,US,Wyoming,Fremont,based on political unit,degrees,small collection,only geographic information given is the county,gp_mid,-38.46,29.25,101,US,FED,Sundance,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,nodular,lithified,calcareous,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,some,NA,NA,partial skeletons,NA,NA,NA,body,good,parautochthonous,NA,NA,NA,random,rare,NA,occasional,NA,NA,NA,taxonomic,"selective quarrying,field collection",NA,NA,1 individuals,NA,S. Gray,1926,Shapleigh Gray and other University of Missouri geology students,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899334,occ,NA,NA,100180,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Albian,NA,113,100.5,Merriam and Gilmore,1928,34375,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,2,specimens,-120.168053,44.604168,NA,Wheeler County ichthyosaur material,NA,NA,US,Oregon,Wheeler,stated in text,seconds,small collection,"""Mitchell quadrangle, NE 1/4 sec. 23, T. 11 S., R. 21 E."" (Koch and Camp)",gp_mid,-71.6,50.8,129,US,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,some,NA,vertebrae,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,rare,NA,NA,NA,NA,NA,general faunal/floral,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899536,occ,NA,NA,100236,Myopterygius petersoni,species,178351,subjective synonym of,Platypterygius americanus,NA,species,178350,Cenomanian,NA,100.5,93.9,Romer,1968,34394,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Platypterygius,NA,NA,1,individuals,-104.474998,44.022221,U. Wyoming 2421,Clay Spur bentonite district,NA,NA,US,Wyoming,Weston,based on nearby landmark,seconds,small collection,"""Clay Spur bentonite district near Osage, Wyoming.""",gp_mid,-60.63,50.29,101,US,FED,Mowry Shale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""shale""",bentonitic,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,partial skulls,NA,NA,NA,body,good,parautochthonous,NA,NA,NA,random,rare,NA,occasional,NA,NA,NA,taxonomic,NA,UW,NA,1 individuals,NA,Paul O. McGrew,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899712,occ,NA,NA,97807,n. gen. Myobradypterygius n. sp. hauthali,species,170640,recombined as,Platypterygius hauthali,NA,species,170640,Barremian,NA,129.4,125,Fernandez and Aguirre-Urreta,2005,33797,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Platypterygius,NA,NA,1,specimens,-71.900002,-47.700001,"MLP 79-I-30-1 - holotype (left humerus and part of zeugopodium and autopodium); MLP 79-I-30-2 - referred material (slab with two different forefins on each side, four blocks with vertebral centra). The two specimens may belong to one individual",Cerro Belgrano,NA,Myobradypterygius hauthali type,AR,Santa Cruz,NA,estimated from map,minutes,local area,"in the Cerro Belgrano, near the border with Chile, approx. the same latitude as Puerto Deseado",gp_mid,-32.24,-45.61,291,AR,NA,Rio Belgrano,NA,NA,bed,Hatchericeras,NA,NA,NA,NA,NA,NA,NA,NA,sandstone,"bioturbation,green",lithified,NA,Y,NA,NA,NA,NA,NA,coastal indet.,NA,NA,macrofossils,some,NA,"vertebrae,limb elements",NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,NA,NA,NA,NA,NA,NA,taxonomic,survey of museum collection,NA,"some macrofossils,some microfossils",NA,NA,R. Hauthal,beginning of the 20th century,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899756,occ,NA,NA,100295,Mixosaurus panxianensis,species,170562,recombined as,Barracudasauroides panxianensis,NA,species,170562,Anisian,NA,247.2,242,Motani et al.,2008,33377,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Barracudasauroides,NA,NA,NA,NA,104.905556,25.518888,NA,"Yangjuan, Hill South(S4), Bed 87",NA,NA,CN,Guizhou,Panxian,stated in text,seconds,outcrop,South of the village of Yangjuan,gp_mid,107.34,-10.6,611,CN,NA,NA,NA,NA,bed,NA,Hill South,87,bottom to top,NA,NA,NA,"Four stratigraphic sections measured from an area ~ 1 km2:  Chupiwa South (N 25°31'46"", E 104°53'48""); River Northwest (N 25°31'43, E 104°54'33""); Dry Well (N 25°31'25"", E 104°53'55""); and Hill South (N 25°31'08"", E 104°54'20"")","""thick laminated marl""",marl,planar lamination,lithified,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,none,none,NA,NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,few,NA,frequent,NA,NA,NA,general faunal/floral,"bulk,selective quarrying,mechanical,field collection",NA,some microfossils,NA,NA,NA,NA,Square-meter sections were removed from the cliffs and broken down by hand.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899759,occ,NA,NA,100296,Mixosaurus panxianensis,species,170562,recombined as,Barracudasauroides panxianensis,NA,species,170562,Anisian,NA,247.2,242,Motani et al.,2008,33377,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Barracudasauroides,NA,NA,NA,NA,104.905556,25.518888,NA,"Yangjuan, Hill South(S4), Bed 85",NA,NA,CN,Guizhou,Panxian,stated in text,seconds,outcrop,South of the village of Yangjuan,gp_mid,107.34,-10.6,611,CN,NA,NA,NA,NA,bed,NA,Hill South,85,bottom to top,NA,NA,NA,"Four stratigraphic sections measured from an area ~ 1 km2:  Chupiwa South (N 25°31'46"", E 104°53'48""); River Northwest (N 25°31'43, E 104°54'33""); Dry Well (N 25°31'25"", E 104°53'55""); and Hill South (N 25°31'08"", E 104°54'20"")",NA,"""limestone""",NA,lithified,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,none,none,NA,NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,few,NA,frequent,NA,NA,NA,general faunal/floral,"bulk,selective quarrying,mechanical,field collection",NA,some microfossils,NA,NA,NA,NA,Square-meter sections were removed from the cliffs and broken down by hand.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899762,occ,NA,NA,100297,Mixosaurus panxianensis,species,170562,recombined as,Barracudasauroides panxianensis,NA,species,170562,Pelsonian,NA,247.2,242,Motani et al.,2008,33377,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Barracudasauroides,NA,NA,NA,NA,104.905556,25.518888,NA,"Yangjuan, Hill South(S4), Bed 84",NA,NA,CN,Guizhou,Panxian,stated in text,seconds,outcrop,South of the village of Yangjuan,gp_mid,107.34,-10.6,611,CN,NA,NA,NA,NA,bed,Nicoraella kockeli,Hill South,84,bottom to top,NA,NA,NA,"Four stratigraphic sections measured from an area ~ 1 km2:  Chupiwa South (N 25°31'46"", E 104°53'48""); River Northwest (N 25°31'43, E 104°54'33""); Dry Well (N 25°31'25"", E 104°53'55""); and Hill South (N 25°31'08"", E 104°54'20"")","""thin-bedded carbonate""","""limestone""",NA,lithified,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,none,none,NA,NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,few,NA,frequent,NA,NA,NA,general faunal/floral,"bulk,selective quarrying,mechanical,field collection",NA,some microfossils,NA,NA,NA,NA,Square-meter sections were removed from the cliffs and broken down by hand.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899764,occ,NA,NA,100298,Mixosaurus panxianensis,species,170562,recombined as,Barracudasauroides panxianensis,NA,species,170562,Anisian,NA,247.2,242,Motani et al.,2008,33377,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Barracudasauroides,NA,NA,NA,NA,104.905556,25.518888,NA,"Yangjuan, Hill South(S4), Bed 82",NA,NA,CN,Guizhou,Panxian,stated in text,seconds,outcrop,South of the village of Yangjuan,gp_mid,107.34,-10.6,611,CN,NA,NA,NA,NA,bed,NA,Hill South,82,bottom to top,NA,NA,NA,"Four stratigraphic sections measured from an area ~ 1 km2:  Chupiwa South (N 25°31'46"", E 104°53'48""); River Northwest (N 25°31'43, E 104°54'33""); Dry Well (N 25°31'25"", E 104°53'55""); and Hill South (N 25°31'08"", E 104°54'20"")","""thin-bedded carbonate""","""limestone""",NA,lithified,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,none,none,NA,NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,few,NA,frequent,NA,NA,NA,general faunal/floral,"bulk,selective quarrying,mechanical,field collection",NA,some microfossils,NA,NA,NA,NA,Square-meter sections were removed from the cliffs and broken down by hand.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899766,occ,NA,NA,100299,Mixosaurus panxianensis,species,170562,recombined as,Barracudasauroides panxianensis,NA,species,170562,Anisian,NA,247.2,242,Motani et al.,2008,33377,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Barracudasauroides,NA,NA,NA,NA,104.905556,25.518888,NA,"Yangjuan, Hill South(S4), Bed 81",NA,NA,CN,Guizhou,Panxian,stated in text,seconds,outcrop,South of the village of Yangjuan,gp_mid,107.34,-10.6,611,CN,NA,NA,NA,NA,bed,NA,Hill South,81,bottom to top,NA,NA,NA,"Four stratigraphic sections measured from an area ~ 1 km2:  Chupiwa South (N 25°31'46"", E 104°53'48""); River Northwest (N 25°31'43, E 104°54'33""); Dry Well (N 25°31'25"", E 104°53'55""); and Hill South (N 25°31'08"", E 104°54'20"")",NA,"""limestone""",NA,lithified,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,none,none,NA,NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,few,NA,frequent,NA,NA,NA,general faunal/floral,"bulk,selective quarrying,mechanical,field collection",NA,some microfossils,NA,NA,NA,NA,Square-meter sections were removed from the cliffs and broken down by hand.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899768,occ,NA,NA,100300,Mixosaurus panxianensis,species,170562,recombined as,Barracudasauroides panxianensis,NA,species,170562,Anisian,NA,247.2,242,Motani et al.,2008,33377,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Barracudasauroides,NA,NA,NA,NA,104.905556,25.518888,NA,"Yangjuan, Hill South(S4), Bed 79",NA,NA,CN,Guizhou,Panxian,stated in text,seconds,outcrop,South of the village of Yangjuan,gp_mid,107.34,-10.6,611,CN,NA,NA,NA,NA,bed,NA,Hill South,79,bottom to top,NA,NA,NA,"Four stratigraphic sections measured from an area ~ 1 km2:  Chupiwa South (N 25°31'46"", E 104°53'48""); River Northwest (N 25°31'43, E 104°54'33""); Dry Well (N 25°31'25"", E 104°53'55""); and Hill South (N 25°31'08"", E 104°54'20"")",NA,"""limestone""",NA,lithified,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,none,none,NA,NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,few,NA,frequent,NA,NA,NA,general faunal/floral,"bulk,selective quarrying,mechanical,field collection",NA,some microfossils,NA,NA,NA,NA,Square-meter sections were removed from the cliffs and broken down by hand.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899770,occ,NA,NA,100301,Mixosaurus panxianensis,species,170562,recombined as,Barracudasauroides panxianensis,NA,species,170562,Anisian,NA,247.2,242,Motani et al.,2008,33377,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Barracudasauroides,NA,NA,NA,NA,104.905556,25.518888,NA,"Yangjuan, Hill South(S4), Bed 77",NA,NA,CN,Guizhou,Panxian,stated in text,seconds,outcrop,South of the village of Yangjuan,gp_mid,107.34,-10.6,611,CN,NA,NA,NA,NA,bed,NA,Hill South,77,bottom to top,NA,NA,NA,"Four stratigraphic sections measured from an area ~ 1 km2:  Chupiwa South (N 25°31'46"", E 104°53'48""); River Northwest (N 25°31'43, E 104°54'33""); Dry Well (N 25°31'25"", E 104°53'55""); and Hill South (N 25°31'08"", E 104°54'20"")",NA,"""limestone""",NA,lithified,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,none,none,NA,NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,few,NA,frequent,NA,NA,NA,general faunal/floral,"bulk,selective quarrying,mechanical,field collection",NA,some microfossils,NA,NA,NA,NA,Square-meter sections were removed from the cliffs and broken down by hand.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899772,occ,NA,NA,97696,Mixosaurus panxianensis,species,170562,recombined as,Barracudasauroides panxianensis,NA,species,170562,Pelsonian,NA,247.2,242,Motani et al.,2008,33377,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Barracudasauroides,NA,NA,NA,NA,104.905556,25.518888,NA,"Yangjuan, Hill South(S4), Bed 89",NA,NA,CN,Guizhou,Panxian,stated in text,seconds,outcrop,South of the village of Yangjuan,gp_mid,107.34,-10.6,611,CN,NA,NA,NA,NA,bed,NA,Hill South,89,bottom to top,NA,NA,NA,"Four stratigraphic sections measured from an area ~ 1 km2:  Chupiwa South (N 25°31'46"", E 104°53'48""); River Northwest (N 25°31'43, E 104°54'33""); Dry Well (N 25°31'25"", E 104°53'55""); and Hill South (N 25°31'08"", E 104°54'20"")","""thinner laminated marl""",marl,planar lamination,lithified,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,none,none,NA,NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,random,few,NA,frequent,NA,NA,NA,general faunal/floral,"bulk,selective quarrying,mechanical,field collection",NA,some microfossils,NA,NA,NA,NA,Square-meter sections were removed from the cliffs and broken down by hand.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899899,occ,NA,NA,99211,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Hettangian,Sinemurian,201.3,190.8,Zammit,2011,34116,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,1,specimens,174.739166,-38.121944,One preserved vertebra  (AU 14815),R15/f274 near Kawhia,NA,NA,NZ,North Island,Waikato,based on nearby landmark,seconds,small collection,NA,gp_mid,82.68,-66.38,806,NZ,NA,Arataura,NA,NA,NA,Semicostatum,NA,NA,NA,NA,NA,NA,direct association of the bivalve index taxon Otapiria diana with AU 14815 specifically places this ichthyosaur fossil within the lower Sinemurian Semicostatum Zone to uppermost Hettangian Complanata Subzone,"""The marine Arataura Formation comprises thinly bedded siltstones and gritty sandstones (Martin 1975). Its type section extends for 115 m along the southwest Kawhia coast (Martin 1975), North Island, New Zealand.""",siltstone,planar lamination,NA,NA,NA,sandstone,coarse,NA,NA,NA,marine indet.,NA,NA,macrofossils,none,none,NA,vertebrae,NA,NA,NA,body,medium,parautochthonous,NA,NA,NA,random,rare,NA,occasional,NA,NA,NA,general faunal/floral,field collection,NA,some macrofossils,1 specimens,NA,J.A. Grant-Mackie and colleagues,1995,New Zealand Fossil Record Electronic Database (FRED) site number R15/f274,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899908,occ,32286,NA,100186,n. gen. Simbirskiasaurus n. sp. birjukovi,species,170910,NA,Simbirskiasaurus birjukovi,NA,species,170910,Early Barremian,NA,130,125.45,Otschev and Efimov,1985,34377,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Simbirskiasaurus,NA,NA,1,specimens,48.418888,54.588612,NA,"Right bank of the Volga River, 25 km upstream from Ul'yanovsk",NA,NA,RU,Ul'yanovsk,NA,based on nearby landmark,seconds,small collection,"""The right bank of the Volga River, 25 km above the town of the town of Ul'yanovsk, between the Zakhar'yevskoye mine and the Detskiy sanatorium.""\r\n\r\nOchev & Efimov (1985: 87) stated that the holotype of Simbirskiasaurus birjukovi: ‘was discovered several years ago on the right bank of the Volga River, 25 km above the town of Ulyanovsk, between the Zakhar’yevskoye mine and the children’s sanatorium’, but this is unlikely as no Barremian strata are found in this area (I.V. Blagoveschensky, pers. comm., May 2013). Blagoveschensky & Shumilkin (2004) described a nearby Barremian section, between Ulyanovsk and Polivno, with abundant Aconeceras specimens, hence providing a possible source locality for YKM 65119. This corroborates the account of an eyewitness of the discovery (S.E. Biryukov, pers. comm., May 2013).",gp_mid,62.33,41.64,302,RU,NA,Simbirskites Clay,NA,NA,NA,Praeoxyteuthis pugio,NA,NA,NA,NA,NA,NA,"Ochev & Efimov (1985) considered that the preservation style of the bones and presence of the bivalve Astarte porrecta (most likely to be Astarte sp.) with YKM 65119 (the holotype of Simbirskiasaurus birjukovi) were indicative of a Hauterivian age. Although this evidence is scant, it was the only stratigraphic data available at the time; however, microconchs of the ammonite Aconeceras sp. were found within the skull during further preparation (I.A. Shumilkin, pers. comm., 2012). Blagoveschensky & Shumilkin (2004) described the Barremian section in the northern part of Ulyanovsk and determined that Aconeceras sp. occurs in the Praeoxyteuthis pugio Stolley, 1925 belemnite zone, which is early Barremian in age (Baraboshkin & Mutterlose, 2004). Accordingly, Simbirskiasaurus birjukovi should be regarded as originating from lower Barremian strata.",NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,some,NA,NA,partial skeletons,NA,NA,NA,body,medium,parautochthonous,NA,NA,NA,random,rare,NA,frequent,NA,NA,NA,taxonomic,NA,NA,NA,1 individuals,NA,S. Ye. Biryukov,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
899915,occ,NA,NA,100238,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Late Tithonian,Albian,150.8,100.5,Romer and Lewis,1959,34393,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,-73.256111,-51.090832,17 vertebrae and associated neural arches and ribs,Parque Nacional Torres del Paine,NA,NA,CL,Magallanes,Torres del Paine,based on nearby landmark,seconds,small collection,"""located in a remote area in the eastern-most side of the park""",gp_mid,-33.59,-48.8,291,CL,NA,Zapata,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,could possibly be from Tobifera Formation because the block the fossil was found in had been moved by a glacier,"""The fossiliferous lithology id hard, black, slightly metamorphosed mudstone containing pyrite, with an iron oxide stain, which gives it a brilliant red luster.  When fresh, the lithology is hard, but it is reduced quickly to pencil shale when weathered.""",mudstone,"ferruginous,pyritic,black",lithified,NA,Y,NA,NA,NA,NA,NA,offshore indet.,NA,NA,macrofossils,some,NA,NA,"partial skeletons,vertebrae",NA,NA,NA,body,medium,parautochthonous,snapshot,NA,NA,random,rare,NA,occasional,NA,NA,NA,paleoecologic,NA,NA,NA,NA,NA,Stanford University group,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
900174,occ,NA,NA,100391,Ichthyosaurus sp.,genus,36558,NA,Ichthyosaurus,NA,genus,36558,Norian,NA,228,208.5,Stanley,1979,34463,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,NA,NA,-118.04583,38.431946,NA,Pilot Mountains locality MC,NA,NA,US,Nevada,NA,NA,seconds,NA,Unnamed canyon 14.5 km west of Mina,gp_mid,-43.37,15.37,101,US,FED,Luning,NA,lower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,framestone,NA,lithified,NA,Y,wackestone,NA,lithified,NA,NA,"reef, buildup or bioherm",NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paleoecologic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
900219,occ,NA,NA,100403,Ichthyosaurus sp.,genus,36558,NA,Ichthyosaurus,NA,genus,36558,Norian,NA,228,208.5,Stanley,1979,34463,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,NA,NA,-118.04583,38.431946,NA,Pilot Mountains locality MC unit 14,100391,NA,US,Nevada,NA,NA,seconds,NA,Unnamed canyon 14.5 km west of Mina,gp_mid,-43.37,15.37,101,US,FED,Luning,NA,lower,NA,NA,MC,14,bottom to top,NA,NA,NA,20.6 m thick,"Shale, light-gray, fissile","""shale""",gray,lithified,NA,Y,NA,NA,NA,NA,NA,shallow subtidal indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,"body,mold/impression",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paleoecologic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
